Found 2102 Java files to convert
[245/2102] ✓ Converted: WorldMapRenderLayer.java → converted/include/zombie/worldMap/WorldMapRenderLayer.h
[246/2102] ✓ Converted: WorldMapPoint.java → converted/include/zombie/worldMap/WorldMapPoint.h
[247/2102] ✓ Converted: ImagePyramid.java → converted/include/zombie/worldMap/ImagePyramid.h
[248/2102] ✓ Converted: WorldMapVisited.java → converted/include/zombie/worldMap/WorldMapVisited.h
[249/2102] ✓ Converted: MapDefinitions.java → converted/include/zombie/worldMap/MapDefinitions.h
[250/2102] ✓ Converted: WorldMapSettings.java → converted/include/zombie/worldMap/WorldMapSettings.h
[251/2102] ✓ Converted: WorldMapProperties.java → converted/include/zombie/worldMap/WorldMapProperties.h
[252/2102] ✓ Converted: VASErenderer.java → converted/include/zombie/worldMap/VASErenderer.h
[253/2102] ✓ Converted: WorldMapCell.java → converted/include/zombie/worldMap/WorldMapCell.h
[254/2102] ✓ Converted: Rasterize.java → converted/include/zombie/worldMap/Rasterize.h
[255/2102] ✓ Converted: UIWorldMap.java → converted/include/zombie/worldMap/UIWorldMap.h
[256/2102] ✓ Converted: WorldMapXML.java → converted/include/zombie/worldMap/WorldMapXML.h
[257/2102] ✓ Converted: MapProjection.java → converted/include/zombie/worldMap/MapProjection.h
[258/2102] ✓ Converted: FileTask_LoadWorldMapXML.java → converted/include/zombie/worldMap/FileTask_LoadWorldMapXML.h
[259/2102] ✓ Converted: WorldMapVBOs.java → converted/include/zombie/worldMap/WorldMapVBOs.h
[260/2102] ✓ Converted: StrokeGeometry.java → converted/include/zombie/worldMap/StrokeGeometry.h
[261/2102] ✓ Converted: WorldMapRemotePlayer.java → converted/include/zombie/worldMap/WorldMapRemotePlayer.h
[262/2102] ✓ Converted: WorldMapGeometry.java → converted/include/zombie/worldMap/WorldMapGeometry.h
[263/2102] ✓ Converted: WorldMapData.java → converted/include/zombie/worldMap/WorldMapData.h
[264/2102] ✓ Converted: UdpConnection.java → converted/include/zombie/spnetwork/UdpConnection.h
[265/2102] ✓ Converted: UdpEngine.java → converted/include/zombie/spnetwork/UdpEngine.h
[266/2102] ✓ Converted: SinglePlayerServer.java → converted/include/zombie/spnetwork/SinglePlayerServer.h
[267/2102] ✓ Converted: ZomboidNetData.java → converted/include/zombie/spnetwork/ZomboidNetData.h
[268/2102] ✓ Converted: SinglePlayerClient.java → converted/include/zombie/spnetwork/SinglePlayerClient.h
[269/2102] ✓ Converted: ZomboidNetDataPool.java → converted/include/zombie/spnetwork/ZomboidNetDataPool.h
[270/2102] ✓ Converted: GameSoundClip.java → converted/include/zombie/audio/GameSoundClip.h
[271/2102] ✓ Converted: FMODParameterList.java → converted/include/zombie/audio/FMODParameterList.h
[272/2102] ✓ Converted: BaseSoundEmitter.java → converted/include/zombie/audio/BaseSoundEmitter.h
[273/2102] ✓ Converted: BaseSoundBank.java → converted/include/zombie/audio/BaseSoundBank.h
[274/2102] ✓ Converted: DummySoundBank.java → converted/include/zombie/audio/DummySoundBank.h
[275/2102] ✓ Converted: FMODParameter.java → converted/include/zombie/audio/FMODParameter.h
[276/2102] ✓ Converted: FMODLocalParameter.java → converted/include/zombie/audio/FMODLocalParameter.h
[277/2102] ✓ Converted: FMODGlobalParameter.java → converted/include/zombie/audio/FMODGlobalParameter.h
[278/2102] ✓ Converted: ObjectAmbientEmitters.java → converted/include/zombie/audio/ObjectAmbientEmitters.h
[279/2102] ✓ Converted: DummySoundEmitter.java → converted/include/zombie/audio/DummySoundEmitter.h
[280/2102] ✓ Converted: GameSound.java → converted/include/zombie/audio/GameSound.h
[281/2102] ✓ Converted: ProfanityFilter.java → converted/include/zombie/profanity/ProfanityFilter.h
[282/2102] ✓ Converted: Phonizer.java → converted/include/zombie/profanity/Phonizer.h
[283/2102] ✓ Converted: ProfanityTest.java → converted/include/zombie/profanity/ProfanityTest.h
[284/2102] ✓ Converted: NetworkZombieMind.java → converted/include/zombie/characters/NetworkZombieMind.h
[285/2102] ✓ Converted: ZombieFootstepManager.java → converted/include/zombie/characters/ZombieFootstepManager.h
[286/2102] ✓ Converted: MPDebugAI.java → converted/include/zombie/characters/MPDebugAI.h
[287/2102] ✓ Converted: SurvivorFactory.java → converted/include/zombie/characters/SurvivorFactory.h
[288/2102] ✓ Converted: ZombieIDMapTest.java → converted/include/zombie/characters/ZombieIDMapTest.h
[289/2102] ✓ Converted: BaseZombieSoundManager.java → converted/include/zombie/characters/BaseZombieSoundManager.h
[290/2102] ✓ Converted: NetworkCharacter.java → converted/include/zombie/characters/NetworkCharacter.h
[291/2102] ✓ Converted: NetworkZombieVariables.java → converted/include/zombie/characters/NetworkZombieVariables.h
[292/2102] ✓ Converted: AnimStateTriggerXmlFile.java → converted/include/zombie/characters/AnimStateTriggerXmlFile.h
[293/2102] ✓ Converted: TestZombieInterpolate.java → converted/include/zombie/characters/TestZombieInterpolate.h
[294/2102] ✓ Converted: IsoZombie.java → converted/include/zombie/characters/IsoZombie.h
[295/2102] ✓ Converted: SafetySystemManager.java → converted/include/zombie/characters/SafetySystemManager.h
[296/2102] ✓ Converted: Stats.java → converted/include/zombie/characters/Stats.h
[297/2102] ✓ Converted: TriggerXmlFile.java → converted/include/zombie/characters/TriggerXmlFile.h
[298/2102] ✓ Converted: HairOutfitDefinitions.java → converted/include/zombie/characters/HairOutfitDefinitions.h
[299/2102] ✓ Converted: IsoLivingCharacter.java → converted/include/zombie/characters/IsoLivingCharacter.h
[300/2102] ✓ Converted: Safety.java → converted/include/zombie/characters/Safety.h
[301/2102] ✓ Converted: Stance.java → converted/include/zombie/characters/Stance.h
[302/2102] ✓ Converted: CharacterActionAnims.java → converted/include/zombie/characters/CharacterActionAnims.h
[303/2102] ✓ Converted: TriggerSetAnimationRecorderFile.java → converted/include/zombie/characters/TriggerSetAnimationRecorderFile.h
[304/2102] ✓ Converted: EquippedTextureCreator.java → converted/include/zombie/characters/EquippedTextureCreator.h
[305/2102] ✓ Converted: ZombieThumpManager.java → converted/include/zombie/characters/ZombieThumpManager.h
[306/2102] ✓ Converted: NetworkZombieAI.java → converted/include/zombie/characters/NetworkZombieAI.h
[307/2102] ✓ Converted: ZombiesZoneDefinition.java → converted/include/zombie/characters/ZombiesZoneDefinition.h
[308/2102] ✓ Converted: IsoSurvivor.java → converted/include/zombie/characters/IsoSurvivor.h
[309/2102] ✓ Converted: DummyCharacterSoundEmitter.java → converted/include/zombie/characters/DummyCharacterSoundEmitter.h
[310/2102] ✓ Converted: SurvivorGroup.java → converted/include/zombie/characters/SurvivorGroup.h
[311/2102] ✓ Converted: ILuaGameCharacterClothing.java → converted/include/zombie/characters/ILuaGameCharacterClothing.h
[312/2102] ✓ Converted: ILuaGameCharacterDamage.java → converted/include/zombie/characters/ILuaGameCharacterDamage.h
[313/2102] ✓ Converted: Talker.java → converted/include/zombie/characters/Talker.h
[314/2102] ✓ Converted: MoveDeltaModifiers.java → converted/include/zombie/characters/MoveDeltaModifiers.h
[315/2102] ✓ Converted: NetworkPlayerAI.java → converted/include/zombie/characters/NetworkPlayerAI.h
[316/2102] ✓ Converted: ILuaGameCharacterAttachedItems.java → converted/include/zombie/characters/ILuaGameCharacterAttachedItems.h
[317/2102] ✓ Converted: NetworkCharacterAI.java → converted/include/zombie/characters/NetworkCharacterAI.h
[318/2102] ✓ Converted: ZombieVocalsManager.java → converted/include/zombie/characters/ZombieVocalsManager.h
[319/2102] ✓ Converted: ClothingWetness.java → converted/include/zombie/characters/ClothingWetness.h
[320/2102] ✓ Converted: ILuaGameCharacterHealth.java → converted/include/zombie/characters/ILuaGameCharacterHealth.h
[321/2102] ✓ Converted: IsoPlayer.java → converted/include/zombie/characters/IsoPlayer.h
[322/2102] ✓ Converted: IsoDummyCameraCharacter.java → converted/include/zombie/characters/IsoDummyCameraCharacter.h
[323/2102] ✓ Converted: HitReactionNetworkAI.java → converted/include/zombie/characters/HitReactionNetworkAI.h
[324/2102] ✓ Converted: ILuaGameCharacter.java → converted/include/zombie/characters/ILuaGameCharacter.h
[325/2102] ✓ Converted: IComparitor.java → converted/include/zombie/characters/IComparitor.h
[326/2102] ✓ Converted: ZombieGroup.java → converted/include/zombie/characters/ZombieGroup.h
[327/2102] ✓ Converted: NetworkPlayerVariables.java → converted/include/zombie/characters/NetworkPlayerVariables.h
[328/2102] ✓ Converted: BaseCharacterSoundEmitter.java → converted/include/zombie/characters/BaseCharacterSoundEmitter.h
[329/2102] ✓ Converted: UnderwearDefinition.java → converted/include/zombie/characters/UnderwearDefinition.h
[330/2102] ✓ Converted: Faction.java → converted/include/zombie/characters/Faction.h
[331/2102] ✓ Converted: IsoLuaCharacter.java → converted/include/zombie/characters/IsoLuaCharacter.h
[332/2102] ✓ Converted: CharacterSoundEmitter.java → converted/include/zombie/characters/CharacterSoundEmitter.h
[333/2102] ✓ Converted: ILuaVariableSource.java → converted/include/zombie/characters/ILuaVariableSource.h
[334/2102] ✓ Converted: NetworkTeleport.java → converted/include/zombie/characters/NetworkTeleport.h
[335/2102] ✓ Converted: IsoGameCharacter.java → converted/include/zombie/characters/IsoGameCharacter.h
[336/2102] ✓ Converted: HaloTextHelper.java → converted/include/zombie/characters/HaloTextHelper.h
[337/2102] ✓ Converted: SurvivorDesc.java → converted/include/zombie/characters/SurvivorDesc.h
[338/2102] ✓ Converted: GlobalObjectLookup.java → converted/include/zombie/globalObjects/GlobalObjectLookup.h
[339/2102] ✓ Converted: CGlobalObjects.java → converted/include/zombie/globalObjects/CGlobalObjects.h
[340/2102] ✓ Converted: SGlobalObject.java → converted/include/zombie/globalObjects/SGlobalObject.h
[341/2102] ✓ Converted: SGlobalObjectNetwork.java → converted/include/zombie/globalObjects/SGlobalObjectNetwork.h
[342/2102] ✓ Converted: GlobalObject.java → converted/include/zombie/globalObjects/GlobalObject.h
[343/2102] ✓ Converted: CGlobalObjectNetwork.java → converted/include/zombie/globalObjects/CGlobalObjectNetwork.h
[344/2102] ✓ Converted: SGlobalObjects.java → converted/include/zombie/globalObjects/SGlobalObjects.h
[345/2102] ✓ Converted: GlobalObjectSystem.java → converted/include/zombie/globalObjects/GlobalObjectSystem.h
[346/2102] ✓ Converted: SGlobalObjectSystem.java → converted/include/zombie/globalObjects/SGlobalObjectSystem.h
[347/2102] ✓ Converted: CGlobalObject.java → converted/include/zombie/globalObjects/CGlobalObject.h
[348/2102] ✓ Converted: CGlobalObjectSystem.java → converted/include/zombie/globalObjects/CGlobalObjectSystem.h
[349/2102] ✓ Converted: LocationRNG.java → converted/include/zombie/util/LocationRNG.h
[350/2102] ✓ Converted: IntCollection.java → converted/include/zombie/util/IntCollection.h
[351/2102] ✓ Converted: PooledArrayObject.java → converted/include/zombie/util/PooledArrayObject.h
[352/2102] ✓ Converted: PublicServerUtil.java → converted/include/zombie/util/PublicServerUtil.h
[353/2102] ✓ Converted: ExecuteTimeAnalyse.java → converted/include/zombie/util/ExecuteTimeAnalyse.h
[354/2102] ✓ Converted: PooledObject.java → converted/include/zombie/util/PooledObject.h
[355/2102] ✓ Converted: RaySphereIntersectCheck.java → converted/include/zombie/util/RaySphereIntersectCheck.h
[356/2102] ✓ Converted: PZSQLUtils.java → converted/include/zombie/util/PZSQLUtils.h
[357/2102] ✓ Converted: Pool.java → converted/include/zombie/util/Pool.h
[358/2102] ✓ Converted: IntIterator.java → converted/include/zombie/util/IntIterator.h
[359/2102] ✓ Converted: AddCoopPlayer.java → converted/include/zombie/util/AddCoopPlayer.h
[360/2102] ✓ Converted: PZXmlUtil.java → converted/include/zombie/util/PZXmlUtil.h
[361/2102] ✓ Converted: IPredicate.java → converted/include/zombie/util/IPredicate.h
[362/2102] ✓ Converted: BufferedRandomAccessFile.java → converted/include/zombie/util/BufferedRandomAccessFile.h
[363/2102] ✓ Converted: Lambda.java → converted/include/zombie/util/Lambda.h
[364/2102] ✓ Converted: IntComparator.java → converted/include/zombie/util/IntComparator.h
[365/2102] ✓ Converted: Type.java → converted/include/zombie/util/Type.h
[366/2102] ✓ Converted: ICloner.java → converted/include/zombie/util/ICloner.h
[367/2102] ✓ Converted: ByteBufferOutputStream.java → converted/include/zombie/util/ByteBufferOutputStream.h
[368/2102] ✓ Converted: PooledFloatArrayObject.java → converted/include/zombie/util/PooledFloatArrayObject.h
[369/2102] ✓ Converted: AbstractIntCollection.java → converted/include/zombie/util/AbstractIntCollection.h
[370/2102] ✓ Converted: PZXmlParserException.java → converted/include/zombie/util/PZXmlParserException.h
[371/2102] ✓ Converted: StringUtils.java → converted/include/zombie/util/StringUtils.h
[372/2102] ✓ Converted: PZCalendar.java → converted/include/zombie/util/PZCalendar.h
[373/2102] ✓ Converted: IPooledObject.java → converted/include/zombie/util/IPooledObject.h
[374/2102] ✓ Converted: ByteBufferBackedInputStream.java → converted/include/zombie/util/ByteBufferBackedInputStream.h
[375/2102] ✓ Converted: SharedStrings.java → converted/include/zombie/util/SharedStrings.h
[376/2102] ✓ Converted: PooledObjectArrayObject.java → converted/include/zombie/util/PooledObjectArrayObject.h
[377/2102] ✓ Converted: TileOverlays.java → converted/include/zombie/iso/TileOverlays.h
[378/2102] ✓ Converted: IsoWallBloodSplat.java → converted/include/zombie/iso/IsoWallBloodSplat.h
[379/2102] ✓ Converted: Particles.java → converted/include/zombie/iso/Particles.h
[380/2102] ✓ Converted: Helicopter.java → converted/include/zombie/iso/Helicopter.h
[381/2102] ✓ Converted: IsoChunkMap.java → converted/include/zombie/iso/IsoChunkMap.h
[382/2102] ✓ Converted: LightingJNI.java → converted/include/zombie/iso/LightingJNI.h
[383/2102] ✓ Converted: IsoUtils.java → converted/include/zombie/iso/IsoUtils.h
[384/2102] ✓ Converted: IsoWaterGeometry.java → converted/include/zombie/iso/IsoWaterGeometry.h
[385/2102] ✓ Converted: DiamondMatrixIterator.java → converted/include/zombie/iso/DiamondMatrixIterator.h
[386/2102] ✓ Converted: WorldObjectsSyncRequests.java → converted/include/zombie/iso/WorldObjectsSyncRequests.h
[387/2102] ✓ Converted: WorldReuserThread.java → converted/include/zombie/iso/WorldReuserThread.h
[388/2102] ✓ Converted: ParticlesFire.java → converted/include/zombie/iso/ParticlesFire.h
[389/2102] ✓ Converted: Vector3.java → converted/include/zombie/iso/Vector3.h
[390/2102] ✓ Converted: IsoWater.java → converted/include/zombie/iso/IsoWater.h
[391/2102] ✓ Converted: LotHeader.java → converted/include/zombie/iso/LotHeader.h
[392/2102] ✓ Converted: ObjectsSyncRequests.java → converted/include/zombie/iso/ObjectsSyncRequests.h
[393/2102] ✓ Converted: TallFenceShader.java → converted/include/zombie/iso/TallFenceShader.h
[394/2102] ✓ Converted: IsoWaterFlow.java → converted/include/zombie/iso/IsoWaterFlow.h
[395/2102] ✓ Converted: FireShader.java → converted/include/zombie/iso/FireShader.h
[396/2102] ✓ Converted: BentFences.java → converted/include/zombie/iso/BentFences.h
[397/2102] ✓ Converted: SmokeShader.java → converted/include/zombie/iso/SmokeShader.h
[398/2102] ✓ Converted: LosUtil.java → converted/include/zombie/iso/LosUtil.h
[399/2102] ✓ Converted: SpawnPoints.java → converted/include/zombie/iso/SpawnPoints.h
[400/2102] ✓ Converted: IsoObjectSyncRequests.java → converted/include/zombie/iso/IsoObjectSyncRequests.h
[401/2102] ✓ Converted: MultiStageBuilding.java → converted/include/zombie/iso/MultiStageBuilding.h
[402/2102] ✓ Converted: IsoMetaGrid.java → converted/include/zombie/iso/IsoMetaGrid.h
[403/2102] ✓ Converted: IsoRoofFixer.java → converted/include/zombie/iso/IsoRoofFixer.h
[404/2102] ✓ Converted: CellLoader.java → converted/include/zombie/iso/CellLoader.h
[405/2102] ✓ Converted: IsoPushableObject.java → converted/include/zombie/iso/IsoPushableObject.h
[406/2102] ✓ Converted: ContainerOverlays.java → converted/include/zombie/iso/ContainerOverlays.h
[407/2102] ✓ Converted: IsoObjectPicker.java → converted/include/zombie/iso/IsoObjectPicker.h
[408/2102] ✓ Converted: IsoMovingObject.java → converted/include/zombie/iso/IsoMovingObject.h
[409/2102] ✓ Converted: RoomDef.java → converted/include/zombie/iso/RoomDef.h
[410/2102] ✓ Converted: LightingThread.java → converted/include/zombie/iso/LightingThread.h
[411/2102] ✓ Converted: IsoDirectionSet.java → converted/include/zombie/iso/IsoDirectionSet.h
[412/2102] ✓ Converted: IsoMetaCell.java → converted/include/zombie/iso/IsoMetaCell.h
[413/2102] ✓ Converted: WaterShader.java → converted/include/zombie/iso/WaterShader.h
[414/2102] ✓ Converted: WorldStreamer.java → converted/include/zombie/iso/WorldStreamer.h
[415/2102] ✓ Converted: WorldMarkers.java → converted/include/zombie/iso/WorldMarkers.h
[416/2102] ✓ Converted: test_ParticlesArray.java → converted/include/zombie/iso/test_ParticlesArray.h
[417/2102] ✓ Converted: IsoGridSquare.java → converted/include/zombie/iso/IsoGridSquare.h
[418/2102] ✓ Converted: WorldConverter.java → converted/include/zombie/iso/WorldConverter.h
[419/2102] ✓ Converted: IsoFloorBloodSplat.java → converted/include/zombie/iso/IsoFloorBloodSplat.h
[420/2102] ✓ Converted: IsoLuaMover.java → converted/include/zombie/iso/IsoLuaMover.h
[421/2102] ✓ Converted: BrokenFences.java → converted/include/zombie/iso/BrokenFences.h
[422/2102] ✓ Converted: MetaObject.java → converted/include/zombie/iso/MetaObject.h
[423/2102] ✓ Converted: ChunkSaveWorker.java → converted/include/zombie/iso/ChunkSaveWorker.h
[424/2102] ✓ Converted: test_DiamondMatrixIterator.java → converted/include/zombie/iso/test_DiamondMatrixIterator.h
[425/2102] ✓ Converted: IsoGridOcclusionData.java → converted/include/zombie/iso/IsoGridOcclusionData.h
[426/2102] ✓ Converted: SearchMode.java → converted/include/zombie/iso/SearchMode.h
[427/2102] ✓ Converted: IsoHeatSource.java → converted/include/zombie/iso/IsoHeatSource.h
[428/2102] ✓ Converted: IsoDirections.java → converted/include/zombie/iso/IsoDirections.h
[429/2102] ✓ Converted: test_ObjectsSyncRequests_getObjectInsertIndex.java → converted/include/zombie/iso/test_ObjectsSyncRequests_getObjectInsertIndex.h
[430/2102] ✓ Converted: IsoGridStack.java → converted/include/zombie/iso/IsoGridStack.h
[431/2102] ✓ Converted: IsoMetaChunk.java → converted/include/zombie/iso/IsoMetaChunk.h
[432/2102] ✓ Converted: IsoPhysicsObject.java → converted/include/zombie/iso/IsoPhysicsObject.h
[433/2102] ✓ Converted: IsoObject.java → converted/include/zombie/iso/IsoObject.h
[434/2102] ✓ Converted: IsoPuddles.java → converted/include/zombie/iso/IsoPuddles.h
[435/2102] ✓ Converted: IsoCell.java → converted/include/zombie/iso/IsoCell.h
[436/2102] ✓ Converted: IsoPuddlesGeometry.java → converted/include/zombie/iso/IsoPuddlesGeometry.h
[437/2102] ✓ Converted: IsoMarkers.java → converted/include/zombie/iso/IsoMarkers.h
[438/2102] ✓ Converted: PuddlesShader.java → converted/include/zombie/iso/PuddlesShader.h
